country_code,year,total_population,male_population,female_population,working_age_population_ratio,mortality_rate,life_expectancy,life_expectancy_male,life_expectancy_female,fertility_rate
FSM,1996,110710.0,55721.0,54989.0,85.0454636624992,37.2,64.253,61.258,67.648,4.427
GAB,1996,1152015.0,567702.0,584313.0,89.5756161538702,54.9,61.265,59.914,62.555,4.742
GBR,1996,58166950.0,28143586.0,30023364.0,54.8196264730694,5.9,77.0878048780488,74.6,79.7,1.73
GEO,1996,4491699.0,2072896.0,2418803.0,55.5255432851883,35.2,70.637,65.994,74.871,1.759
GHA,1996,17810181.0,8862942.0,8947239.0,87.8801646872639,67.4,56.957,55.846,58.054,4.959
GIB,1996,27487.0,13878.0,13609.0,51.5967128123104,,78.696,76.727,80.405,2.251
GIN,1996,7770035.0,3843863.0,3926172.0,92.0965601025895,112.1,50.546,49.818,51.245,6.205
GMB,1996,1301410.0,644393.0,657017.0,100.468897059843,83.3,54.849,52.979,56.842,5.925
GNB,1996,1143535.0,555307.0,588228.0,97.459779701376,110.5,48.772,46.61,50.951,6.141
GNQ,1996,593492.0,293898.0,299594.0,87.2379894754111,114.8,52.123,50.632,53.585,5.96
GRC,1996,10608800.0,5225628.0,5383172.0,48.752281488538,7.1,77.6853658536585,75.1,80.4,1.26
GRD,1996,104584.0,52546.0,52038.0,70.5266590575575,14.6,72.373,69.673,75.076,2.848
GRL,1996,55900.0,29869.0,26031.0,47.4895121500752,,65.7673170731707,63.26,68.4,2.493
GTM,1996,10583526.0,5271731.0,5311795.0,93.5943449773791,47.4,64.54,61.504,67.782,5.008
GUM,1996,152169.0,78906.0,73263.0,54.445527068997,,74.638,71.857,77.8,3.033
GUY,1996,760526.0,377822.0,382704.0,67.4431968295905,45.4,62.691,59.737,65.984,3.23
HKG,1996,6435500.0,3189528.0,3245972.0,40.450848204835,,79.6275609756098,76.73,82.67,1.191
HND,1996,5903954.0,2972172.0,2931782.0,90.4031424503308,34.7,67.263,65.213,69.46,4.713
HRV,1996,4557097.0,2188073.0,2369024.0,46.8476126734171,8.3,72.3653658536585,68.18,76.76,1.67
HTI,1996,7707557.0,3822965.0,3884592.0,81.8385290521912,81.1,56.111,54.657,57.537,4.777
HUN,1996,10311238.0,4923029.0,5388209.0,47.5899073802118,10.3,70.3287804878049,66.08,74.79,1.46
IDN,1996,203204348.0,101670730.0,101533618.0,59.5017980028463,49.5,65.465,63.843,67.097,2.782
IMN,1996,72047.0,34973.0,37074.0,56.0303194369247,,73.634,70.516,76.775,1.931
IND,1996,979678458.0,506445347.0,473233111.0,70.2088855735137,73.8,61.027,60.244,61.858,3.582
IRL,1996,3637510.0,1806276.0,1831234.0,53.6939472849167,6.1,75.8317073170732,73.1,78.7,1.88
IRN,1996,62881300.0,31995995.0,30885305.0,80.1309732500436,37.8,68.328,65.976,70.944,2.542
IRQ,1996,21501321.0,10628020.0,10873301.0,90.5489786714341,40.9,64.618,61.618,67.522,5.249
ISL,1996,268916.0,134760.0,134156.0,55.1146130152394,4.0,78.7778048780488,76.49,81.18,2.12
ISR,1996,5692000.0,2809925.0,2882075.0,64.1053791794327,6.8,78.1048780487805,76.3,80.0,2.9
ITA,1996,56860281.0,27568236.0,29292045.0,46.0798749813194,6.0,78.5219512195122,75.4,81.8,1.2
JAM,1996,2524463.0,1247457.0,1277006.0,70.562326572226,21.4,71.328,69.817,72.811,2.77
JOR,1996,4912516.0,2595709.0,2316807.0,74.9064765209515,25.7,71.105,69.391,73.097,4.508
JPN,1996,125757000.0,61948183.0,63808817.0,43.9520529327622,4.0,80.219756097561,77.01,83.59,1.43
KAZ,1996,16416027.0,7851965.0,8564062.0,58.0818642381778,44.0,63.455,58.006,69.137,2.084
KEN,1996,27344211.0,13560772.0,13783439.0,98.5025096101725,70.3,55.575,54.819,56.263,5.307
KGZ,1996,4628438.0,2205239.0,2423199.0,75.8297272275894,53.5,66.5439024390244,62.3,71.0,2.8
KHM,1996,10801270.0,5189722.0,5611548.0,95.0767518630347,95.7,56.832,54.587,58.862,4.867
KIR,1996,82623.0,40444.0,42179.0,80.5888267179577,55.4,63.47,61.763,65.081,4.425
KNA,1996,42877.0,21276.0,21601.0,65.4269069022725,22.7,67.488,64.926,70.142,2.26
KOR,1996,45524681.0,23227749.0,22296932.0,39.8762830570062,7.5,74.1512195121951,70.2,78.3,1.574
KWT,1996,1730246.0,999558.0,730688.0,52.2506588528261,11.9,75.9250487804878,73.987,77.96,3.223
LAO,1996,5045678.0,2538976.0,2506702.0,89.5841881324574,97.2,56.821,55.469,58.175,5.148
LBN,1996,4034781.0,1999547.0,2035234.0,63.7258136314075,21.3,72.614,70.949,74.171,2.698
LBR,1996,2232289.0,1106329.0,1125960.0,86.8815582162824,153.5,44.945,42.577,47.476,6.129
LBY,1996,4987393.0,2689796.0,2297597.0,62.6007086445771,24.3,70.736,69.046,72.866,3.256
LCA,1996,150436.0,74399.0,76037.0,71.3901610955408,16.2,70.963,68.807,72.965,2.712
LIE,1996,31033.0,15396.0,15637.0,41.0398582011544,,76.8365853658537,72.3,81.6,1.516
LKA,1996,17905018.0,8948700.0,8956318.0,53.226647871568,15.6,69.841,65.481,75.041,2.285
LSO,1996,1972418.0,960003.0,1012415.0,85.0414613301211,76.3,55.136,51.798,58.618,4.058
LTU,1996,3601613.0,1694165.0,1907448.0,51.8193299166801,10.7,70.1080487804878,64.63,75.86,1.49
LUX,1996,414225.0,203535.0,210690.0,48.3709551475382,5.0,76.519512195122,73.3,79.9,1.77
LVA,1996,2457222.0,1132486.0,1324736.0,51.9543572082749,15.3,68.7765853658537,63.04,74.8,1.16
MAC,1996,415100.0,199508.0,215592.0,47.0312162396704,,77.5439024390244,75.3,79.9,1.288
MAF,1996,29443.0,14532.0,14911.0,51.0335983585535,,75.885,72.449,79.892,2.71
MAR,1996,26808107.0,13416225.0,13391882.0,67.4266056352243,52.4,65.226,63.667,66.86,3.229
MCO,1996,31837.0,15338.0,16499.0,55.2797151636346,4.9,81.133,77.219,85.135,1.824
MDA,1996,2947293.0,1370085.0,1577208.0,56.1849614186777,34.0,66.248,62.262,70.032,1.709
MDG,1996,14510711.0,7279132.0,7231579.0,92.8813263736405,76.6,55.477,53.972,57.062,6.031
MDV,1996,262347.0,137457.0,124890.0,93.0398887441778,48.9,67.734,66.73,69.078,3.859
MEX,1996,92452702.0,45251829.0,47200873.0,68.3276181298531,28.6,71.088,68.449,73.742,2.964
MHL,1996,48775.0,24975.0,23800.0,92.7637039086274,32.5,62.765,60.587,65.432,5.021
MKD,1996,2012553.0,978030.0,1034523.0,51.4505753838652,18.9,72.4951219512195,70.3,74.8,2.059
MLI,1996,10407278.0,5233360.0,5173918.0,101.983566542074,113.4,48.5,48.067,48.917,7.01
MLT,1996,379905.0,187677.0,192228.0,49.3131841138208,7.9,77.3414634146342,75.0,79.8,1.99
MMR,1996,43154860.0,21621386.0,21533474.0,62.886662220846,80.6,59.169,56.384,62.151,3.058
MNE,1996,611003.0,295377.0,315626.0,50.246762092818,13.5,73.4447317073171,70.454,76.585,1.922
MNG,1996,2259507.0,1110500.0,1149007.0,71.9917334612135,60.0,60.994,58.114,64.018,2.5
MNP,1996,51706.0,25889.0,25817.0,43.5081876214266,,72.442,68.964,77.056,2.588
MOZ,1996,16492480.0,7987786.0,8504694.0,91.1433393086102,130.5,47.121,45.805,48.361,5.973
MRT,1996,2358188.0,1175026.0,1183162.0,91.1437313826015,72.7,58.915,57.433,60.389,5.861
MUS,1996,1133996.0,574856.0,559140.0,49.0217619848612,19.8,70.3229268292683,66.44,74.4,2.12
MWI,1996,10352228.0,5038559.0,5313669.0,97.4925183614205,113.2,44.005,42.728,45.283,6.285
MYS,1996,20850087.0,10682563.0,10167524.0,64.5481113388644,9.9,72.119,69.615,74.887,3.297
NAM,1996,1646103.0,795005.0,851098.0,82.5210950580461,50.1,56.639,54.452,58.652,4.201
NCL,1996,205034.0,103991.0,101043.0,54.4046991490323,,71.75,68.487,75.499,2.654
NER,1996,10044852.0,5054373.0,4990479.0,95.7627316835882,123.5,46.313,45.875,46.668,7.78
NGA,1996,113754779.0,56822824.0,56931955.0,89.835314313018,104.7,45.833,44.446,47.265,6.217
NIC,1996,4729974.0,2322117.0,2407857.0,85.6579431812919,38.8,65.215,62.106,68.233,3.62
NLD,1996,15530498.0,7663992.0,7866506.0,46.678356484411,5.5,77.4356097560976,74.66,80.35,1.53
NOR,1996,4381336.0,2166454.0,2214882.0,54.8878006841267,4.4,78.1504878048781,75.37,81.07,1.89
NPL,1996,22741862.0,11514812.0,11227050.0,82.3282875131383,75.9,60.044,58.571,61.58,4.668
NRU,1996,10183.0,5261.0,4922.0,75.249569707401,44.7,60.07,57.835,63.655,3.775
NZL,1996,3732000.0,1840146.0,1891854.0,52.7893263636509,6.9,76.7878048780488,74.3,79.4,1.96
OMN,1996,2156926.0,1276761.0,880165.0,71.5309322950465,17.9,72.023,70.177,74.998,4.79
PAK,1996,138557092.0,71633392.0,66923700.0,91.5013917796717,99.1,60.466,59.799,61.278,5.771
PAN,1996,2780227.0,1399116.0,1381111.0,62.6593331628865,21.8,72.199,69.02,75.674,2.83
PER,1996,24811171.0,12410073.0,12401098.0,68.7533140333823,41.3,67.85,66.306,69.445,3.203
PHL,1996,72190242.0,36206673.0,35983569.0,77.6409765550621,29.8,66.691,63.206,70.142,4.004
PLW,1996,17654.0,9480.0,8174.0,49.2349311015301,25.7,63.455,59.59,68.692,2.39
PNG,1996,4813361.0,2517949.0,2295412.0,76.0752754056323,59.3,61.071,59.118,63.489,4.728
POL,1996,38624370.0,18762264.0,19862106.0,50.6519973757847,11.5,72.2463414634146,68.1,76.6,1.59
PRI,1996,3724655.0,1797238.0,1927417.0,55.1647773002751,,73.995,69.719,78.403,1.94
PRK,1996,22895746.0,11154389.0,11741357.0,46.4205576845905,63.4,60.82,57.487,63.683,2.093
PRT,1996,10063945.0,4849276.0,5214669.0,48.3981421229632,7.0,75.2609756097561,71.7,79.0,1.44
PRY,1996,4687543.0,2366857.0,2320686.0,80.963298856361,31.3,69.05,66.975,71.224,4.014
PSE,1996,2587997.0,1309396.0,1278601.0,102.913792116618,30.3,69.982,68.48,71.473,5.988
PYF,1996,225489.0,115779.0,109710.0,62.1243277443847,,76.813,74.74,79.071,2.716
QAT,1996,529019.0,358489.0,170530.0,37.2823737320002,12.2,74.558,74.01,75.388,3.444
ROU,1996,22619004.0,10917105.0,11701899.0,47.7772912629072,21.9,69.1048780487805,65.3,73.1,1.3
RUS,1996,148160129.0,69436306.0,78723823.0,48.929552191967,17.5,65.8541463414634,59.62,72.4,1.27
RWA,1996,6708764.0,3217172.0,3491592.0,113.974193980509,128.0,42.486,40.612,44.24,6.289
SAU,1996,13831009.0,7482008.0,6349001.0,74.7919489346494,25.9,71.288,69.776,73.109,4.812
SDN,1996,25231528.0,12645631.0,12585897.0,96.9570841438229,77.6,57.638,54.965,60.561,5.792
SEN,1996,9067014.0,4495574.0,4571440.0,92.4537937557362,76.6,57.129,55.713,58.543,5.723
SGP,1996,3670704.0,1881940.0,1788764.0,34.8076329822397,3.8,76.5951219512195,74.4,78.9,1.66
SLB,1996,396009.0,205823.0,190186.0,89.9105138976808,24.6,66.739,64.615,69.438,5.221
SLE,1996,4199210.0,2072787.0,2126423.0,89.2788113942012,131.4,43.528,42.165,44.907,6.552
SLV,1996,5805286.0,2818354.0,2986932.0,74.8476370528616,33.6,65.48,60.502,70.573,3.482
SMR,1996,25482.0,12371.0,13111.0,42.7722994173017,6.8,79.332,76.73,81.868,1.212
SOM,1996,7554474.0,3764003.0,3790471.0,98.2970725849318,104.3,50.524,48.972,52.099,7.621
SRB,1996,7622185.0,3634011.0,3988174.0,46.8995069484556,15.1,72.7948536585366,70.109,75.615,1.436
SSD,1996,5356925.0,2599135.0,2757790.0,93.8462278884831,144.0,32.124,29.882,34.474,7.321
STP,1996,136962.0,68094.0,68868.0,95.724309415951,61.8,60.576,58.533,62.7,5.474
SUR,1996,438830.0,220325.0,218505.0,65.2995573971184,31.1,63.079,60.05,66.338,2.92
SVK,1996,5373361.0,2615450.0,2757911.0,49.4405602768456,9.7,72.6536585365854,68.8,76.7,1.47
SVN,1996,1988628.0,968247.0,1020381.0,43.7657329664657,5.8,74.4585365853658,70.8,78.3,1.28
SWE,1996,8840998.0,4368080.0,4472918.0,56.9020872898277,3.8,78.9590243902439,76.52,81.52,1.6
SWZ,1996,989841.0,481937.0,507904.0,97.1182262085886,65.4,53.296,51.755,54.761,4.378
SXM,1996,31598.0,15522.0,16076.0,40.7608695652174,,73.188,71.039,75.424,2.184
SYC,1996,76417.0,38924.0,37493.0,58.8182725081054,11.9,71.5609756097561,66.0,77.4,2.311
SYR,1996,15018104.0,7595003.0,7423101.0,88.6549540111197,24.7,70.156,68.141,72.367,4.536
TCA,1996,15765.0,8148.0,7617.0,47.8338334583646,9.9,72.328,70.519,74.281,2.649
TCD,1996,7410108.0,3661327.0,3748781.0,103.701625685937,108.1,47.551,46.17,48.911,7.292
TGO,1996,4577860.0,2278178.0,2299682.0,87.3490122541787,78.5,53.817,53.027,54.587,5.459
THA,1996,59920064.0,29833859.0,30086205.0,45.8485006159732,22.6,69.94,65.918,74.255,1.865
TJK,1996,6066523.0,2961686.0,3104837.0,93.8707792959,80.3,60.806,58.129,63.521,3.94
TKM,1996,4263819.0,2106425.0,2157394.0,78.8962341256455,67.1,63.538,60.066,67.046,3.292
TLS,1996,892282.0,460962.0,431320.0,82.6358385288952,131.8,48.26,46.788,49.916,5.941
TON,1996,100275.0,50710.0,49565.0,81.2111464507735,15.1,68.803,65.312,72.859,4.455
TTO,1996,1300928.0,645305.0,655623.0,52.858829819109,27.4,68.039,65.535,70.548,1.894
TUN,1996,9294432.0,4718136.0,4576296.0,62.2115877985696,29.7,71.247,69.095,73.604,2.488
TUR,1996,61951134.0,31184009.0,30767125.0,60.8090209430509,41.2,70.245,66.797,73.933,2.779
TUV,1996,9342.0,4553.0,4789.0,73.8183848157797,40.3,62.709,60.011,65.255,3.951
TZA,1996,30945762.0,15413121.0,15532641.0,90.6227731964554,99.2,51.132,49.873,52.412,5.826
UGA,1996,21231550.0,10412516.0,10819034.0,109.501248775079,98.1,47.759,45.842,49.677,6.835
UKR,1996,51226109.0,23871172.0,27354937.0,50.6065689738015,19.4,67.097,61.547,72.763,1.333
URY,1996,3206324.0,1560107.0,1646217.0,59.2603832889857,17.7,73.812,69.762,78.05,2.364
USA,1996,269394000.0,133185088.0,136208912.0,51.6754019155487,7.7,76.0268292682927,73.1,79.1,1.976
UZB,1996,23351981.0,11733222.0,11618759.0,76.7869581513787,60.3,64.78,61.593,68.072,3.393
VCT,1996,113119.0,57715.0,55404.0,65.9731494387793,19.1,70.466,68.096,72.957,2.526
VEN,1996,22662113.0,11354787.0,11307326.0,66.8993883479444,20.8,71.92,68.896,75.091,3.022
VGB,1996,18287.0,9363.0,8924.0,45.3772159949122,15.6,74.341,72.336,76.771,1.894
VIR,1996,108095.0,51879.0,56216.0,53.3610464786334,,71.575512195122,68.316,74.998,2.941
VNM,1996,73156447.0,35841842.0,37314605.0,69.4481556458288,26.8,71.296,67.485,75.019,2.468
VUT,1996,170911.0,89908.0,81003.0,91.5849297716598,23.1,68.176,66.374,71.299,4.752
WSM,1996,176071.0,91251.0,84820.0,79.1360172552371,18.7,69.767,66.95,73.026,4.739
YEM,1996,17313177.0,8713129.0,8600048.0,114.544713955078,86.3,60.884,58.93,62.836,7.004
ZAF,1996,45123018.0,21764173.0,23358845.0,72.0279171344506,46.1,61.079,57.778,64.462,2.991
ZMB,1996,9004053.0,4342905.0,4661148.0,103.447538794104,97.1,45.757,44.714,46.718,6.182
ZWE,1996,11158360.0,5304165.0,5854195.0,94.1348732788006,58.6,48.981,46.94,51.135,4.11
ABW,1997,86301.0,41737.0,44564.0,45.3563969547935,,72.904,69.963,75.787,2.138
AFG,1997,18452091.0,9232074.0,9220017.0,106.412388709347,118.8,53.212,51.725,54.72,7.732
AGO,1997,14660413.0,7204542.0,7455871.0,93.7802905353552,121.5,46.688,44.716,48.684,6.789
ALB,1997,3148281.0,1552498.0,1595783.0,59.8927067398816,20.5,73.383,69.866,77.052,2.535
AND,1997,64700.0,33957.0,30743.0,36.5122903259838,7.4,81.145,78.479,84.713,1.354
ARE,1997,2817410.0,1939920.0,877490.0,33.9063010927674,9.0,72.559,71.451,74.903,2.825
ARG,1997,35947791.0,17713813.0,18233978.0,62.0324271385077,18.9,73.407,69.95,76.838,2.706
ARM,1997,3246289.0,1547568.0,1698721.0,64.1123326604617,32.5,69.3938292682927,65.847,73.118,1.9
ASM,1997,54362.0,27999.0,26363.0,73.4367023991832,,71.606,68.571,75.246,3.887
ATG,1997,71053.0,33795.0,37258.0,56.6389629858248,12.7,74.045,70.782,77.304,2.19
AUS,1997,18423037.0,9157731.0,9265306.0,49.9340260684314,5.4,78.4804878048781,75.7,81.4,1.778
AUT,1997,7968041.0,3846097.0,4121944.0,49.0458626050382,5.0,77.319512195122,74.1,80.7,1.39
AZE,1997,7838250.0,3712724.0,4125526.0,61.1585362468694,71.1,62.953,59.157,66.653,2.07
BDI,1997,6070042.0,2987957.0,3082085.0,110.135451613272,94.7,45.721,43.763,47.671,7.04
BEL,1997,10181245.0,4977197.0,5204048.0,51.8219915446386,5.6,77.3707317073171,74.2,80.7,1.6
BEN,1997,6583365.0,3243554.0,3339811.0,96.6363688769587,84.9,55.986,53.974,57.91,6.23
BFA,1997,10934223.0,5367626.0,5566597.0,101.019619695697,97.7,49.56,48.212,50.814,6.724
BGD,1997,127198069.0,64884483.0,62313586.0,73.5489308582297,70.5,59.671,59.326,60.064,3.502
BGR,1997,8312068.0,4062714.0,4249354.0,48.4910913219886,15.7,70.3512195121951,67.0,73.87,1.09
BHR,1997,589115.0,348530.0,240585.0,50.3047605926311,13.0,73.872,72.862,75.253,2.924
BHS,1997,310904.0,154023.0,156881.0,52.7143320267602,14.3,71.597,68.145,75.332,2.293
BIH,1997,4018227.0,1918819.0,2099408.0,47.2848051573894,10.2,73.895,69.942,77.455,1.686
BLR,1997,10117433.0,4740985.0,5376448.0,51.0541836795024,11.9,68.4609756097561,62.9,74.3,1.25
BLZ,1997,217446.0,110012.0,107434.0,82.8214462875928,21.9,69.183,66.93,71.728,3.737
BMU,1997,60177.0,30020.0,30157.0,43.5246136233543,,76.972,73.021,81.047,1.692
BOL,1997,8167900.0,4108924.0,4058976.0,77.7325293203476,69.0,60.745,58.896,62.668,4.219
BRA,1997,166661659.0,82884670.0,83776989.0,57.440167947103,35.1,68.505,65.37,71.779,2.468
BRB,1997,262392.0,126390.0,136002.0,50.8485489582854,12.9,73.988,71.048,76.775,1.645
BRN,1997,305341.0,165269.0,140072.0,53.5109725748473,9.1,73.326,71.414,75.721,2.6
BTN,1997,558697.0,288714.0,269983.0,78.8408413599275,70.5,60.639,59.403,62.13,4.088
BWA,1997,1571691.0,768879.0,802812.0,78.2366749829893,41.6,53.594,51.48,55.733,3.431
CAF,1997,3531700.0,1777357.0,1754343.0,92.8946264561177,103.6,47.284,45.886,48.85,5.924
CAN,1997,29905948.0,14796996.0,15108952.0,47.5699325112839,5.5,78.4124390243903,75.71,81.25,1.57
CHE,1997,7088906.0,3461536.0,3627370.0,48.3626836062002,4.9,79.079512195122,76.26,82.04,1.48
CHL,1997,14932434.0,7431499.0,7500935.0,55.3663024529412,10.2,75.826,72.699,78.908,2.202
CHN,1997,1230075000.0,627871814.0,602203186.0,48.6758097133644,35.6,71.227,68.731,73.887,1.527
CIV,1997,16047170.0,8073712.0,7973458.0,94.967991058807,96.3,51.498,50.149,52.969,5.902
CMR,1997,13775214.0,6831176.0,6944038.0,95.6843012772624,86.1,53.105,51.51,54.697,5.706
COD,1997,46029902.0,22800082.0,23229820.0,93.5010048579661,96.4,50.461,48.372,52.608,6.69
COG,1997,2887862.0,1436608.0,1451254.0,86.9171182320213,71.7,48.575,44.12,53.823,4.997
COL,1997,37121149.0,18458959.0,18662190.0,61.2392739783547,23.7,70.632,66.61,74.87,2.743
COM,1997,507777.0,249425.0,258352.0,108.788167860462,72.2,58.228,56.514,60.134,5.513
CPV,1997,432798.0,210698.0,222100.0,94.0545848297755,38.4,66.082,61.503,70.444,4.052
CRI,1997,3701711.0,1843493.0,1858218.0,61.9105355010563,12.3,76.603,74.078,79.147,2.589
CUB,1997,10997934.0,5543867.0,5454067.0,45.3724798912092,7.8,75.064,73.048,77.222,1.59
CUW,1997,146956.0,69087.0,77869.0,55.331473025537,,73.035,70.066,75.825,2.367
CYM,1997,35543.0,17417.0,18126.0,34.3133549996221,,73.904,71.063,76.908,1.701
CYP,1997,897568.0,456685.0,440883.0,50.7174269685373,7.0,77.119,74.556,79.826,1.86
CZE,1997,10304131.0,5011890.0,5292241.0,45.3500084988613,5.7,73.8248780487805,70.42,77.4,1.17
DEU,1997,82034771.0,39878878.0,42155893.0,46.4728155269079,4.8,77.0731707317073,74.0,80.3,1.35
DJI,1997,671817.0,333829.0,337988.0,80.5869608459806,83.9,56.207,54.569,57.863,4.966
DMA,1997,69299.0,34292.0,35007.0,68.787295710841,15.7,71.195,68.442,74.033,2.406
DNK,1997,5284991.0,2610240.0,2674751.0,48.9521613319531,5.0,75.9451219512195,73.55,78.46,1.75
DOM,1997,8174078.0,4091825.0,4082253.0,68.3608597485445,36.7,69.809,66.683,73.108,2.922
DZA,1997,29579301.0,15260838.0,14318463.0,70.3063514024697,37.4,68.859,67.324,70.517,2.886
ECU,1997,12031127.0,6015260.0,6015867.0,69.0707977721844,28.8,72.007,68.728,75.346,3.288
EGY,1997,68431740.0,34700136.0,33731604.0,73.7084755472382,47.0,66.207,64.186,68.231,3.682
ERI,1997,2152135.0,1057713.0,1094422.0,87.8935848667846,57.6,56.155,54.619,57.681,5.743
ESP,1997,40057389.0,19657311.0,20400078.0,45.7646000804341,4.9,78.6041463414634,75.17,82.21,1.15
EST,1997,1399535.0,651239.0,748296.0,51.6917077273584,11.1,69.809756097561,64.2,75.7,1.32
ETH,1997,61404539.0,30565784.0,30838755.0,99.0924680813357,102.5,49.21,48.377,50.05,6.869
FIN,1997,5139835.0,2504887.0,2634948.0,49.9787571906034,3.9,76.8785365853659,73.42,80.51,1.75
FJI,1997,812139.0,409746.0,402393.0,64.5354997518208,17.2,66.293,64.103,68.729,3.188
FRA,1997,59968066.0,29077043.0,30891023.0,53.0784137746732,4.6,78.3048780487805,74.5,82.3,1.77
FRO,1997,44131.0,22799.0,21332.0,59.79071619958,,77.7756097560976,74.8,80.9,2.5149
FSM,1997,111071.0,55801.0,55270.0,82.8148660214629,36.2,64.371,61.382,67.732,4.355
GAB,1997,1181439.0,582848.0,598591.0,88.3512713370841,54.1,61.395,60.037,62.697,4.657
GBR,1997,58316954.0,28227253.0,30089701.0,54.6142994891761,5.8,77.2109756097561,74.65,79.9,1.72
GEO,1997,4349913.0,2002572.0,2347341.0,55.3042274299171,34.1,69.683,65.549,73.448,1.728
GHA,1997,18238958.0,9075989.0,9162969.0,86.8456047745877,66.5,57.241,56.124,58.343,4.884
GIB,1997,27582.0,13887.0,13695.0,51.8080246573835,,79.097,77.302,80.635,2.233
GIN,1997,7931370.0,3919270.0,4012100.0,93.2050572499559,108.3,51.113,50.453,51.748,6.123
GMB,1997,1338889.0,662860.0,676029.0,100.558434944127,80.7,55.225,53.3,57.273,5.851
GNB,1997,1165545.0,566261.0,599284.0,96.3406745570503,107.9,48.033,45.94,50.128,6.06
GNQ,1997,616893.0,306663.0,310230.0,87.2184033626197,113.5,52.365,50.897,53.815,5.941
GRC,1997,10661259.0,5253263.0,5407996.0,48.6208332880275,6.7,78.1365853658537,75.6,80.8,1.27
GRD,1997,105293.0,52992.0,52301.0,71.0079256805041,14.2,72.6,69.913,75.313,2.803
GRL,1997,56000.0,29941.0,26059.0,47.6170392239561,,65.7980487804878,63.12,68.61,2.69
GTM,1997,10857754.0,5406758.0,5450996.0,93.0359348676524,45.6,65.249,62.114,68.584,4.906
GUM,1997,154215.0,79634.0,74581.0,54.5906552923604,,74.7,71.837,77.939,3.023
GUY,1997,762245.0,379010.0,383235.0,67.5442684063374,44.3,62.879,59.816,66.319,3.221
HKG,1997,6489300.0,3203041.0,3286259.0,40.2253571648517,,80.1121951219512,77.2,83.17,1.127
HND,1997,6071454.0,3056922.0,3014532.0,89.1842440721146,33.4,67.542,65.497,69.733,4.59
HRV,1997,4534920.0,2177921.0,2356999.0,47.2987817672398,8.0,72.4951219512195,68.3,76.9,1.69
HTI,1997,7854298.0,3897093.0,3957205.0,81.1496639840436,78.3,56.675,55.161,58.165,4.669
HUN,1997,10290486.0,4909694.0,5380792.0,47.302811074816,9.9,70.7024390243902,66.4,75.22,1.37
IDN,1997,206536095.0,103370364.0,103165731.0,58.5270356992151,47.3,65.774,64.148,67.407,2.742
IMN,1997,72909.0,35442.0,37467.0,55.4120305239374,,73.9,70.961,76.844,1.926
IND,1997,999133762.0,516593457.0,482540305.0,69.3432839707025,72.0,61.439,60.623,62.3,3.514
IRL,1997,3674171.0,1824445.0,1849726.0,52.3115118763457,6.1,75.9853658536585,73.4,78.7,1.93
IRN,1997,63639638.0,32360978.0,31278660.0,75.3782117075045,36.3,68.649,66.315,71.236,2.323
IRQ,1997,22176593.0,10971885.0,11204708.0,89.8334071497553,40.3,64.241,61.427,66.954,5.194
ISL,1997,271128.0,135824.0,135304.0,54.7251643535427,3.8,78.8853658536585,76.3,81.6,2.04
ISR,1997,5836000.0,2881297.0,2954703.0,63.4169944713757,6.4,78.0,76.0,80.1,2.94
ITA,1997,56890372.0,27576475.0,29313897.0,46.5546147309429,5.6,78.8243902439024,75.8,82.0,1.22
JAM,1997,2547848.0,1259992.0,1287856.0,69.3867008828848,20.7,71.216,69.608,72.808,2.677
JOR,1997,5046285.0,2661080.0,2385205.0,74.9878285257744,25.0,71.324,69.561,73.378,4.318
JPN,1997,126057000.0,62075148.0,63981852.0,44.5676534115945,3.8,80.4241463414634,77.19,83.82,1.39
KAZ,1997,16043251.0,7645594.0,8397657.0,56.9602663792123,42.5,63.318,57.773,69.132,1.97
KEN,1997,28101768.0,13942952.0,14158816.0,97.3253910062077,69.4,55.478,54.719,56.168,5.268
KGZ,1997,4696421.0,2233722.0,2462699.0,74.1332310973412,51.3,66.8926829268293,62.6,71.4,2.6
KHM,1997,11570982.0,5548831.0,6022151.0,92.2794951571116,95.8,57.266,55.071,59.242,4.395
KIR,1997,84147.0,41154.0,42993.0,80.1245825841253,53.8,63.797,62.059,65.432,4.368
KNA,1997,43428.0,21572.0,21856.0,63.5004894209773,22.2,67.811,65.28,70.433,2.3
KOR,1997,45953580.0,23450911.0,22502669.0,39.2974595699024,7.0,74.6024390243903,70.7,78.7,1.537
KWT,1997,1787683.0,1036110.0,751573.0,50.73174351161,11.5,75.9071463414634,73.933,77.98,3.135
LAO,1997,5152011.0,2593220.0,2558791.0,89.237958879032,94.6,57.302,55.913,58.695,4.961
LBN,1997,4108405.0,2036996.0,2071409.0,62.4895388884407,20.3,72.94,71.239,74.528,2.667
LBR,1997,2412989.0,1195360.0,1217629.0,86.468641763894,146.7,48.302,46.532,50.148,6.079
LBY,1997,5064639.0,2726781.0,2337858.0,60.213154042088,23.5,70.72,69.066,72.815,3.132
LCA,1997,152569.0,75499.0,77070.0,69.6191132654423,16.1,70.778,69.211,72.156,2.743
LIE,1997,31232.0,15475.0,15757.0,40.8178907976013,,76.0463414634146,71.9,80.4,1.569
LKA,1997,18248200.0,9109011.0,9139189.0,52.1685236254304,14.8,69.934,65.477,75.251,2.215
LSO,1997,1988130.0,967264.0,1020866.0,83.7611261565195,76.4,53.733,50.646,56.938,3.982
